,Unnamed: 0,列1,refcode,Melting point_original,smiles,MP[K],MP[℃],note
10933,98920,98920,URUVIP,413 K,CC1=CCCC(=O)C=CC(C)(C)CC(C1)OC(=O)c1ccc(O)cc1,413.0,140.0,
10935,98946,98946,USIKUE,378-380 K,CC1CC(=O)C2C(C)(C)C32C(=O)C=CC13C,379.0,106.0,
10936,98948,98948,USILOZ,445.15 K,OC1(CC=C)C2C3CC(C=C3)C2C(O)(CC=C)C2C3c4ccccc4C(C12)c1ccccc31,445.15,172.15,
10937,98949,98949,USIMAM,443.15 K,OC12CC=CC3CC(C=C)C(C13)C1(CC=C(CO1)C=C)c1ccccc21,443.15,170.15,
10938,98959,98959,USOHUG,408.1-409.5 K,COC(=O)C1=CC(=C2C(CC(=C12)C)c1ccc(C)cc1)c1ccc(C)cc1,408.8,135.8,
10939,98980,98980,USUPAA,415-417 K,CC1CCCC(=O)C1C(Cc1ccccc1)OC(C(O)c1ccccc1)c1ccccc1,416.0,143.0,
10940,98989,98989,UTAHUU,503-504 K,c1ccc2c(c1)ccc1c3ccc4ccccc4c3c3c4ccccc4ccc3c21,503.5,230.5,
10941,99042,99042,UTISIA,395 K,COC(=O)C=CC1=CC(=O)c2c(O)cc(C)cc2O1,395.0,122.0,
10942,99057,99057,UTIXAX03,560 K,CC(=C)C(O)=O,560.0,287.0,
10943,99087,99087,UTUJOJ,80-82 deg.C,CCOC(=O)C1OC2=C(C1c1ccccc1)C(=O)CCC2,354.15,81.15,
10944,99088,99088,UTUJUP,96-98 deg.C,CCOC(=O)C1OC2=C(C1c1ccc(C)cc1)C(=O)CC(C)(C)C2,370.15,97.15,
10945,99089,99089,UTUKAW,92-94 deg.C,COC(=O)C1OC2=C(C1c1ccccc1)C(=O)CC(C)(C)C2,366.15,93.15,
10946,99090,99090,UTUKEA,411-413 K,COC(=O)C1OC2=C(C1c1ccccc1)C(=O)CCC2,412.0,139.0,
10947,99105,99105,UVARET01,437-438 K,COc1cc(O)c(Cc2ccccc2O)c(O)c1C(=O)CCc1ccccc1,437.5,164.5,
10948,99143,99143,UVUKAY,507 K,CC1=CC(=O)C=C(C)C21C(=C(c1ccccc1)C(=C2c1ccccc1)c1ccccc1)c1ccccc1,507.0,234.0,
10949,99145,99145,UVUQUY,73.8-74.8deg.C,CC1CC=CCC2OC(CCCOC1=O)CC2=O,347.45,74.45,
10950,99148,99148,UWABAW,450-451 K,COC(=O)C(=O)C(=CC1=COc2ccccc2C1=O)C(=O)OC,450.5,177.5,
10951,99223,99223,UXAXOH,381 K,CCOC(=O)C1(Cc2ccccc2C(C)(C1)c1ccc(OC)c(OC)c1)C(=O)OCC,381.0,108.0,
10952,99224,99224,UXAXUN,429 K,CCOC(=O)C1(Cc2ccccc2C(C)(C1)c1cc(C)c(O)c(C)c1)C(=O)OCC,429.0,156.0,
10953,99229,99229,UXAZAV,465-468 K,COC12CC(CCC31CCC1(CCC(CC1(OC)O3)C(C)=C)O2)C(C)=C,466.5,193.5,
10954,99255,99255,UXIMOF02,419 K,CC(C)C(=Cc1ccc2c3C(CCC2(C)C)OC(=O)c13)C(O)=O,419.0,146.0,
10955,99265,99265,UXOGEU,412 K,O=C1CCc2ccccc2c2c3ccccc3cc3C(=O)OC(CO1)c23,412.0,139.0,
10956,99266,99266,UXOGIY,471 K,O=C1CCc2ccccc2c2c3ccccc3cc3C(=O)OCC(CO1)c23,471.0,198.0,
10957,99285,99285,UYAHUA,402 K,CCOC(=O)c1c(O)c2ccccc2c(c1O)c1ccc(C)cc1,402.0,129.0,
10958,99288,99288,UYAJIQ,471 K,CCOC(=O)c1c(O)c2ccccc2c(c1O)c1c(OC)cccc1OC,471.0,198.0,
10959,99291,99291,UYAKAJ,396 K,CCOC(=O)c1c(O)c2ccccc2c(c1O)c1ccccc1,396.0,123.0,
10960,99316,99316,UYIRUQ,89-92deg.C,CCC(=O)C(C)C1OC(C)(C)OC(C(C)C)C1C,363.65,90.65,
10961,99319,99319,UYIYAE,403-408 K,CC1=CCOc2c(cccc12)C(O)=O,405.5,132.5,
10962,99320,99320,UYIYEI,453 K (dec.),OC(=O)c1cccc2c1OCC=C2c1ccccc1,453.0,180.0,
10963,99354,99354,UZEWAA,500 K,CC1CC(=O)C(C2C=C(CO)CC3(O)C(C=C(C)C3=O)C12O)C(C)=C,500.0,227.0,
10964,99360,99360,UZIPAX,446-448 K,CC1(C)CCC(O)C2(C)C1CC(O)C13C(O)C(CCC21O)C(=C)C3=O,447.0,174.0,
10965,99369,99369,UZOFAR,388-390 K,CC(=O)OCC(=O)C1(COC(C)=O)C2C=Cc3ccccc3C12,389.0,116.0,
10966,99370,99370,UZOFEV,374-376 K,COC(=O)OCC(=O)C1(COC(=O)OC)C2C=C(C)c3ccccc3C12C,375.0,102.0,
10967,99371,99371,UZOFIZ,377-379 K,CC(=O)OCC1(C2C3OC(C12)c1ccccc31)C(=C)OC(C)=O,378.0,105.0,
10968,99372,99372,UZOHAT,413-414 K,COC1(OC)C2CC3CC4(CCC3(C1=O)C(=C2)C4O)CC=C,413.5,140.5,
10969,99377,99377,VABBEH,385.5-386.0 K,COc1ccc2ccc(O)c(C(=O)c3ccc(C)cc3)c2c1,385.75,112.75,
10970,99391,99391,VABDEL,393-397 K,CC(CO)c1cc2CCC3C(C)(CCCC3(C)c2cc1O)C(O)=O,395.0,122.0,
10971,99397,99397,VABGIQ,458-459 K,CC(=O)Oc1cc2ccccc2cc1C(O)=O,458.5,185.5,
10972,99409,99409,VABKOY,230deg.C,OC(C1=COc2ccccc2C1=O)C1=COc2ccccc2C1=O,503.15,230.15,
10974,99420,99420,VABPAP,87.5-88.5deg.C,CC1(C)CCc2cccc(c2)C(C)(C)CCc2cccc1c2,361.15,88.15,
10975,99423,99423,VABPIZ,358.1 K,COc1ccc(C(=O)C=Cc2cc(OC)c(OC)c(OC)c2)c(OC)c1,358.1,85.1,
10976,99426,99426,VABQIA,461-463 K,CC(C)c1cc2C3OC4(CCCC(C)(C)C4C3O)Cc2c(O)c1O,462.0,189.0,
10977,99428,99428,VABRAT,441.6-444.4 K,COc1ccc2ccc(OC)c(C(=O)c3ccc(Oc4ccccc4)cc3)c2c1C(=O)c1ccc(Oc2ccccc2)cc1,443.0,170.0,
10978,99435,99435,VABSEW,211-212deg.C(dec.),OC1C#CC=CC#CC2(O)CC(=O)C=C1C12CO1,484.65,211.65,
10979,99439,99439,VABVAV,144.5-146.5deg.C,OC(C(O)c1ccccc1)c1ccccc1,418.65,145.65,
10980,99470,99470,VABZUT,473-475 K,CC1COC2=C(C)C(=O)C(=O)c3c(C)c(OC(C)=O)cc1c23,474.0,201.0,
10981,99475,99475,VACCEH,223 K,C1C=CCC=C1,223.0,-50.0,
10982,99476,99476,VACDEK,543 K,OC1(C2CCCC2=O)C(=O)c2ccccc2C1=O,543.0,270.0,
10983,99478,99478,VACFIP,73-74 deg.C,CCCCCCCC(OC(C)=O)=C1COCC1(O)c1ccccc1,346.65,73.65,
10984,99493,99493,VACKUF,141deg.C,CC(C)(c1ccccc1)c1cc(c(O)c(c1)C(C)(C)c1ccccc1)C(C)(C)c1ccccc1,414.15,141.15,
10985,99507,99507,VACSEY,404-405 K,CC(C)=C(CCC(O)=O)C(O)=O,404.5,131.5,
10986,99517,99517,VACWIF,237-238deg.C,O=C1C2C=CC3C(=O)C1C1C2(c2ccccc2)C31c1ccccc1,510.65,237.65,
10987,99529,99529,VACZEE,420-422 K,CC=C(C)C(=O)OC1CC(O)C2(C)C3C(C2C(=O)C=C3C)C1(C)C,421.0,148.0,
10988,99530,99530,VACZEF,507 K,COc1ccc(cc1)C(O)(c1ccccc1)c1ccccc1c1ccccc1C(O)(c1ccccc1)c1ccc(OC)cc1,507.0,234.0,
10989,99539,99539,VADDOT,441-442 K,COc1ccccc1OC(CO)C(O)c1cc(OC)c(O)c(OC)c1,441.5,168.5,
10990,99545,99545,VADKUH,448-450 K,CC12CCC3C(CCc4cccc(O)c34)C1CCC2O,449.0,176.0,
10991,99546,99546,VADLAO,495-497 K,CC12CCC3C(CCc4ccc(O)cc34)C1CCC2O,496.0,223.0,
10992,99547,99547,VADLES,463-465 K,CC12CCC3C(CCc4c(O)cccc34)C1CCC2O,464.0,191.0,
10993,99568,99568,VAFBUZ,402-403K,Cc1cccc(C)c1COC(c1ccccc1)(c1ccccc1)c1ccccc1,402.5,129.5,
10994,99575,99575,VAFCOU,430-432K,C1Cc2ccccc2C1OC(c1ccccc1)(c1ccccc1)c1ccccc1,431.0,158.0,
10995,99577,99577,VAFCUA,440-441K,COc1ccc2C(CCc2c1)OC(c1ccccc1)(c1ccccc1)c1ccccc1,440.5,167.5,
10996,99580,99580,VAFDAI,377-378 K,COc1ccc(cc1)C1OC(=O)C2C=C3C(C)(C)CCCC3(C)C12,377.5,104.5,
10997,99584,99584,VAFFIR,379.5-380.0K,CCOC(=O)C1=C(O)C2C3C4CC5(C)C3C2C(=O)C5C14,379.75,106.75,
10998,99585,99585,VAFFOX,384.5-385.5K,CCOC(=O)C1=C(O)C2(C)C3C4CC5C(C14)C(=O)C2(C)C35,385.0,112.0,
10999,99592,99592,VAFJIV,364-366 K,CC1(C)C2(C)CCC1(OC2=O)C(=O)OC1CCCCCCCCCC=C1,365.0,92.0,
11000,99596,99596,VAFNAR,125-126deg.C,CC(O)c1c2ccccc2cc2ccccc12,398.65,125.65,
11001,99639,99639,VAGCUC,410 K,COC(=O)C1=C(C)OC(=C(C1c1cc(ccc1OC)C(C)=O)C(=O)OC)C,410.0,137.0,
11002,99653,99653,VAGMOF,456-457 K,Oc1c2C=CC=Cc2cc2C3CC4CCC(=O)C4C3C(=O)c12,456.5,183.5,
11004,99683,99683,VAGZIQ,365-367 K,CC(C)(C)OC(=O)C1(OC1C(=O)c1ccccc1)c1ccccc1,366.0,93.0,
11005,99716,99716,VAHROM,387-388 K,COC(=O)C1=C(C2OC1C1C2C2=C1CCCCCC2)C(=O)OC,387.5,114.5,
11006,99722,99722,VAHXAD,525-526 K,OC1CC2CC3CCC(O)(C2)C13,525.5,252.5,
11007,99734,99734,VAJDIT,56deg.C,O=C1CC2CCCC(=O)C32CCCC13,329.15,56.15,
11008,99747,99747,VAJGOC,158 K,C1CC21CC2,158.0,-115.0,
11009,99748,99748,VAJHAP,15deg.C,C1C2c3ccccc3C3CC123,288.15,15.15,
11010,99749,99749,VAJHET,127-128deg.C,CC1(C)CC(=O)C=C(C1)C#CC1=CC(=O)CC(C)(C)C1,400.65,127.65,
11011,99750,99750,VAJHIX,169-171deg.C,CC1(C)CC(=O)c2c(C1)ccc1C(=O)c3c(O)cccc3C(=O)c21,443.15,170.15,
11012,99757,99757,VAJLIB,177-179deg.C,COC1CC2=C(C3C1C(=O)c1c(O)cccc1C3=O)C(=O)CC(C)(C)C2,451.15,178.15,
11013,99758,99758,VAJNEZ,89deg.C,CC1CCC(C(C1)OC(=O)C1CC2CCC1(C)CC2=O)C(C)(C)c1ccccc1,362.15,89.15,
11015,99796,99796,VAKNIE,90deg.C,CC(C)(C)C1=CC2(OC1=O)C(=CC=C2C(C)(C)C)C(C)(C)C,363.15,90.15,
11016,99806,99806,VAKRAB,379.5-380 K,COCOc1c2CCc3ccc(CCc(cc2)c1c1ccccc1OC)cc3,379.75,106.75,
11017,99807,99807,VAKREF,500-504 K,OC(=O)c1cc2CCc3ccc(CCc1cc2)c(c3)c1ccccc1O,502.0,229.0,
11018,99816,99816,VAKXIO,57deg.C,CC(O)C1OC(C)C(C1C)C(C)=O,330.15,57.15,
11019,99848,99848,VALNAY,517-518 K,OC(=O)C12CCCC(C1)(C(O)=O)C1(CCOCC1)O2,517.5,244.5,
11020,99868,99868,VALTAE,427-428 K,CC(C)C1CCC(C)C(=Cc2ccc(O)cc2)C1=O,427.5,154.5,
11021,99870,99870,VALTOS,387-388 K,CC1=CC=CC=CC1=C(c1ccccc1)c1ccccc1,387.5,114.5,
11022,99871,99871,VALTUY,379-381 K,c1ccc(cc1)C1=CC=CC=CC1=C(c1ccccc1)c1ccccc1,380.0,107.0,
11023,99904,99904,VAMHEX,465-468 K,COC(=O)C1=CC2(CC(=CC3=COc4ccccc4C3=O)C(=O)OC)C(OC1)Oc1ccccc1C2=O,466.5,193.5,
11024,99907,99907,VAMKEZ01,432 K,CC1(C)CC(=O)C2C3C(=O)CC(C)(C)CC3(C)C2(C)C1,432.0,159.0,
11025,99917,99917,VAMPOO,154-155deg.C,COC1(OC(OO)(C(c2ccccc2)c2ccccc12)c1ccccc1)c1ccccc1,427.65,154.65,
11026,99921,99921,VAMRAC,126-127deg.C,COc1ccc(cc1OC)C1C(C)C(C)C2C(C)C(c3ccc(OC)c(OC)c3)c3c(OC)c(OC)cc1c23,399.65,126.65,
11027,99922,99922,VAMRUW,86deg.C,C1CCC2(C1)C1C=CC2C2=C1C1C=CC2C21CCCC2,359.15,86.15,
11028,99926,99926,VAMSUX,146-148deg.C,CC1=CC2(CO)CCC(O)C2C(C)(O)C21CC2,420.15,147.15,
11029,99929,99929,VAMTUA,373 K,CC1CCC(OC21CC(=O)C(=CC2=O)C)C(C)(C)O,373.0,100.0,
11030,99940,99940,VAMZIT,59.6deg.C,C1=CC2C3C4C1C1C2C3C41,332.75,59.75,
11031,99942,99942,VAMZIU,78-80deg.C,CC(C)C1CCC2(C)CC3=CC(=O)CC3C(C)CCC12,352.15,79.15,
11032,99943,99943,VAMZUF,65.6deg.C,C1=CC2C3C4C1C1C2C1C34,338.75,65.75,
11033,99948,99948,VANCET,394-396K,Oc1cccc2c1C(=O)c1c(O)cccc1C2(O)CC=C,395.0,122.0,
11034,99951,99951,VANDAR,391-392 K,COC1CC2CC34CCC(C(C)(C)O)C3(C)CC(=O)C4(C)C2C1,391.5,118.5,
11035,99970,99970,VANLAX,430-431K,O=C1CC2OC3=C(C2O1)C(=O)CCC3,430.5,157.5,
11036,99975,99975,VANTAG,400-403 K,CC(C)(C)C(=O)OC1C2OC(C)(C)OC2C(=O)C2CCC=CC12,401.5,128.5,
11037,99992,99992,VAPHOJ,128-131deg.C,CC(C)C(=O)C12C(=O)C=C(O)C(CC=C(C)C)(CC(CC=C(C)C)C1(C)CCC=C(C)C)C2=O,402.65,129.65,
11038,100003,100003,VAPQAE,214-215deg.C,COc1ccc(c2C(=O)OC(C)(C)c12)C1(C)CCCC(C)(C)C1=O,487.65,214.65,
11039,100005,100005,VAPQOT,491-493 K,CC(=O)OC1CCC(=C)C(=O)C(OC(C)=O)C2C(OC(=O)C2=C)C=C1C,492.0,219.0,
11040,100010,100010,VAPSAH,528-530 K,CC1C2CCC3C(C)(CCCC3(C)C(O)=O)C2CC2(O)OC(=O)C=C12,529.0,256.0,
11041,100045,100045,VAQQOU,95-96deg.C,CC1C2OC(C=CC=C2)C1C=C1OC(=O)C=C1,368.65,95.65,
11042,100093,100093,VAQZUI,415 K,CCC1=CC2(CC)C(=O)C(O)(C1=O)C1(O)C(=O)C(=CC2(CC)C1=O)CC,415.0,142.0,
11043,100103,100103,VARBUL,71.5-73.5deg.C,COC(=O)CC1C(=O)CCC2C(C)(C)CCCC12C,345.65,72.65,
11045,100110,100110,VARDEX,412-413 K,CC1(C)C2(C)CCC1(OC2=O)C(=O)OC1Cc2cccc3cccc1c23,412.5,139.5,
11046,100115,100115,VARGAX,64.0-64.2deg.C,O=C1Cc2ccc3CC4(OCCO4)c3c12,337.25,64.25,
11047,100132,100132,VARLUV,87deg.C,CC1C(O)CC2CC(C)(C)C(OC(=O)c3ccccc3)C12,360.15,87.15,
11048,100138,100138,VARPAF,184deg.C(dec.),COC(=O)C12C3CCCC1C23C12C3CCCC1C23C(=O)OC,457.15,184.15,
11049,100139,100139,VARPEJ,119deg.C,COC(=O)C12C3CCC1C23C12C3CCC1C23C(=O)OC,392.15,119.15,
11050,100146,100146,VARWUG01,463-465 K,CC1CC2C3CC=C4CC(O)CCC4(C)C3CCC2(C)C1C(C)=O,464.0,191.0,
11051,100147,100147,VARXAN,357-358K,COC1=C(C)C(=O)C2(OC)C(C)(C)C3CCC(C)C23C1=O,357.5,84.5,
11052,100148,100148,VARXER,427-428K,COC1C(=O)C2(C)C3(C)CC2(OC)C(=O)C21C(C)CCC32,427.5,154.5,
11053,100149,100149,VARXIV,393-394K,COC1=C(C)C2(O)COC32C(C)(C)C2CCC(C)C32C1=O,393.5,120.5,
11054,100150,100150,VARYUI,361-363K,C1C2CC3CC1CC(C2)C3=C1C=CC=C1,362.0,89.0,
11055,100154,100154,VARZOD,358K,O=C1CCCC(CCC1)=C1C=CC=C1,358.0,85.0,
11056,100160,100160,VASDOI,85-86deg.C,CC1=CC2=C(O1)C=C(C)C(=O)O2,358.65,85.65,
11057,100162,100162,VASDUO,109-111deg.C,CC1=CC2=C(O1)C(=CC(=O)O2)C,383.15,110.15,
11058,100166,100166,VASFEA,408-409 K,COC(=O)C1(O)C(C(C(C)=O)C1(O)C(=O)OC)C(C)=O,408.5,135.5,
11059,100192,100192,VASMUY,70deg.C,COCOCc1cc(OC)c(OC)c(OC)c1c1cc2OCOc2cc1C(C)OCc1ccccc1,343.15,70.15,
11060,100198,100198,VASQIP,470-471 K,CC1(C)C2(C)CCC1(OC2=O)C(=O)OC1=C2CCCCCCCCCC(O)(CC1)C2=O,470.5,197.5,
11062,100207,100207,VASVEQ,481-483 K,COc1c2CC(Oc2c(C(=O)c2ccccc2)c2OC(=O)C=C(c3ccccc3)c12)C(C)(C)O,482.0,209.0,
11063,100217,100217,VATBOH,149-150deg.C,CC(C)C1=CC(=O)C(C)(O)C2C3C=C(C(C)C)C(C12)C(=O)C3(C)O,422.65,149.65,
11064,100226,100226,VATHUT,197-200deg.C,COC1CC2C(C)C(O)C3(O)OCC42C(CC2C(C)CCC(OC)C2(C)C34)O1,471.65,198.65,
11065,100239,100239,VATLAE,410-410.5 K,COC(=O)C1(C2CCCC12)C(O)=O,410.25,137.25,
11066,100247,100247,VATMUZ,451-453 K(dec.),COC1CC(=O)CC2C(=O)c3ccccc3C(=O)C12OC(C)=O,452.0,179.0,
11067,100264,100264,VATWIZ,435 K,CC1C(O)CC2C(C)(CO)CC3(C)CCC1C23O,435.0,162.0,
11068,100269,100269,VATXUN,391-393 K,CC1(Cc2ccccc2)C(=O)C23CC=CCC2(C2CC3C=C2)C1=O,392.0,119.0,
11069,100270,100270,VATYAU,354-356 K,CC1(Cc2ccccc2)C(=O)C2(CC=C)C3CC(C=C3)C2(CC=C)C1=O,355.0,82.0,
11070,100272,100272,VATYEY,372-374 K,CC1(Cc2ccccc2)C(=O)C2C3CC(C=C3)C2C1=O,373.0,100.0,
11071,100284,100284,VAVHIL,630-631 K,C1OCC23COCC12Cc1cc2CC45COCC4(COC5)Cc2cc1C3,630.5,357.5,
11072,100287,100287,VAVHUX,365-366 K,Cc1ccc2CC34COCC3(COC4)Cc2c1,365.5,92.5,
11073,100288,100288,VAVJAF,371-372 K,CC(C)(C)c1ccc2CC34COCC3(COC4)Cc2c1,371.5,98.5,
11074,100312,100312,VAVSIU,446-447 K,COc1cc2CC3c4cc(OC)c(OC)cc4C(c4cc(OC)cc(OC)c34)c2c(OC)c1,446.5,173.5,
11075,100317,100317,VAVVET,146deg.C,CC(C)C12OC1C(=O)C1(C)OC1C2=O,419.15,146.15,
11076,100327,100327,VAVYUM,138-139deg.C,CC(C)=CC(OC(C)=O)C(OC(C)=O)C1=COC(OC(C)=O)C2C1CCC1(CO1)C1OC1CC2=C,411.65,138.65,
11077,100370,100370,VAWPAK,522 K,CC(C)C1CCC2(C)CC3C(CC12)C(=C1CC(OC2OCC(O)C(O)C2O)C(C)C1CC=C3C=O)C,522.0,249.0,
11079,100391,100391,VAWTIW,467-468K,COc1cccc(C2CC(C)(O)OC3=C2C(=O)Oc2ccccc32)c1OC,467.5,194.5,
11080,100392,100392,VAWTOC,477-478K,Cc1ccc(cc1)C1CC(C)(O)OC2=C1C(=O)Oc1ccccc21,477.5,204.5,
11081,100393,100393,VAWTUI,419-420K,COc1ccc(CC2COC(=O)C2(O)Cc2ccc(OC)c(OC)c2)cc1OC,419.5,146.5,
11082,100405,100405,VAWZID,65-66deg.C,CCOC(=O)C=C=C1CCC2CCCCC12O,338.65,65.65,
11083,100417,100417,VAXHUZ,63-65 deg.C,OC1(CCCCC1c1ccccc1)C(CCc1ccccc1)C=C,337.15,64.15,
11084,100461,100461,VAYCOQ,407 K,COC(=O)C12COCC1(O)C(=C(C)O2)C(C)=O,407.0,134.0,
11085,100480,100480,VAYNUF,435-437 K,O=C(c1ccccc1)C1=C(C(=O)c2ccccc2)C23CCCCC2CC1C1(C3)OCCO1,436.0,163.0,
11086,100481,100481,VAYPAN,448 K,O=C1CC23CCCC2CC1C(=C3C(=O)c1ccccc1)C(=O)c1ccccc1,448.0,175.0,
11087,100500,100500,VAYZOL,500-502 K,COc1c2OCOc2cc2OC=C(C(=O)c12)c1ccc(O)cc1,501.0,228.0,
11088,100511,100511,VAZDEG,343 K,CC(=O)OCC1C2CC(C=C2)C1COC(C)=O,343.0,70.0,
11089,100514,100514,VAZGOS,158-159deg.C,CC(C)C(=C)C(OC(C)=O)C(OC(C)=O)C(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(OC(C)=O)C(C)(C)C1CC3,431.65,158.65,
11090,100515,100515,VAZGUY,142-150deg.C,COc1cc(OC)c(C=CC(=O)c2c(O)cccc2O)c(OC)c1,419.15,146.15,
11091,100524,100524,VAZJEM,414-415 K,COc1cc(Cc2cc(OC)c(O)c(C=O)c2)cc(C=O)c1O,414.5,141.5,
11092,100528,100528,VAZJOV,478.5-479 K,CC(C)C1CC=C(C)C2C3CC(C)(O)C(O)CCC(C)(O)C(O3)C12,478.75,205.75,
11093,100531,100531,VAZKAJ,364 K,O=Cc1cccc(OCCOc2cccc(C=O)c2)c1,364.0,91.0,
11094,100532,100532,VAZKOX,426.0-426.5 K,OCCC12OC3(CCO)C4C5CC(C6C5C3C16)C24,426.25,153.25,
11095,100533,100533,VAZKOY,547-549 K,CC1COc2c(O)c3c(c(O)c12)C(=O)C=C1C(=C(C)C(=O)CC31C)C,548.0,275.0,
11096,100537,100537,VAZMAK,91-92deg.C,CC1=CCOC2CC3OC(CCCO)C(O)CC3(C)OC12,364.65,91.65,
11097,100565,100565,VAZVEY,89 deg.C,CC(C(O)C(O)=O)c1ccccc1,362.15,89.15,
11098,100575,100575,VAZYII,76-77.5 deg. C,COC(=O)C1(O)COC2CC(=C3C(=O)C=C(C)C3=CC12)C,349.9,76.9,
11099,100577,100577,VAZYOO,442.8-445 K,CC1=C2C(=O)C=C(C)C2=CC2C(C1)OC(=O)C2(O)CO,443.9,170.9,
11100,100580,100580,VAZZAY,383-387 K,CC1CC(=O)C2=C3OC(C)(CCC4OC4(C)CCC13C)C=C2,385.0,112.0,
11101,100582,100582,VAZZEC,427-432 K,CC1CC23OOC4C=C2C(=O)C1(C)CCC(=CCCC4(C)O3)C,429.5,156.5,
11102,100586,100586,VEBBEJ,496 K,COC1C2OC(=O)C(C2(O)C(C)C)C2(O)C3OC3C3(CC(C(=O)O3)=C(CO)OC)C12C,496.0,223.0,
11103,100587,100587,VEBBIN,507-510 K,COc1ccc2C=CC(=O)Oc2c1C1C(C(C1c1c(OC)ccc2C=CC(=O)Oc12)C(C)=O)C(C)=O,508.5,235.5,
11104,100593,100593,VEBDOW,442-443 K,CCOC(=C(C)C(O)=O)c1ccc(OC)cc1,442.5,169.5,
11105,100595,100595,VEBDUC,381-383 K,CCOC(CCc1ccccc1)=C(C)C(O)=O,382.0,109.0,
11106,100605,100605,VEBHIU,399-401 K,O=C1OC(=O)C2CC3=C(CC12)C=C(CCC(=C3)c1ccccc1)c1ccccc1,400.0,127.0,
11107,100608,100608,VEBKOF,382.75-384.35 K,CC1OC(=O)c2cc3ccccc3cc12,383.55,110.55,
11108,100612,100612,VEBNOF,282-284deg.C,CC(=C)C1CCC2(CCC3(C)C(CCC4C3(C)CCC3C(C)(C)C(O)C(C=O)C43C)C12)C(O)=O,556.15,283.15,
11109,100613,100613,VEBNUL,123.5-124.5deg.C,CC1CCC2(O)CC(=CCCC2C1(C)CCC(CO)=CCO)CO,397.15,124.15,
11110,100627,100627,VEBTIG,465.5-466.5 K,OC1C2OC3C1OC(=O)C3C2C(O)=O,466.0,193.0,
11111,100640,100640,VEBYEG,19deg.C,COC(=O)CCC(=O)OC,292.15,19.15,
11112,100643,100643,VECDOX,441-442.5 K,CC1CC(=O)C2CC3(C)C4CC(O)C1(C4)C23C,441.75,168.75,
11113,100644,100644,VECDUD,441-443 K,CC1CC(=O)C2CC3(C)C4CC(OC(=O)c5ccccc5)C1(C4)C23C,442.0,169.0,
11114,100656,100656,VECLAR,358-361 K,O=C1OC(C2CO2)C(=C1OCc1ccccc1)OCc1ccccc1,359.5,86.5,
11115,100657,100657,VECLEV,485-487 K,CC1(C)OCC(O1)C1OC(=O)C(=C1O)O,486.0,213.0,
11116,100676,100676,VECQUP,378-379 K,CC1(OC(=O)OC1(C)c1ccccc1)c1ccccc1,378.5,105.5,
11117,100678,100678,VECRUQ,95.5-96.5deg.C,CC1(Cc2ccccc2)OC(=O)OC1(C)Cc1ccccc1,369.15,96.15,
11118,100685,100685,VECTOM,444-445 K,CC(C)(C)C1CCC2(CC1)OC(=O)OC12CCC(CC1)C(C)(C)C,444.5,171.5,
11119,100691,100691,VECVUU,490.5-491 K,O=C1OC2(CCCc3ccccc23)C2(CCCc3ccccc23)O1,490.75,217.75,
11120,100712,100712,VEDHIV,493 K,CCC1(C)CCCC2(C)C1CCC1(C)C3CC(OC(C)=O)C4C(COC4(C)OC)C3(C)C(=O)CC21,493.0,220.0,
11121,100720,100720,VEDKEY,366-368 K,COC(=O)C1CCC(CC=O)C1C(=O)c1cc(OCc2ccccc2)ccc1OCc1ccccc1,367.0,94.0,
11124,100733,100733,VEDQOO,424-426 K,CC12CCC(=CC1OC1CC(O)C2(C)C21CO2)CO,425.0,152.0,
11125,100734,100734,VEDQUU,479-481 K,CC12CCC(=CC31OC1CC(O)C2(C)C1(CO)O3)CO,480.0,207.0,
11126,100740,100740,VEDTAZ,179-180deg.C,C1CC2C3C=CC4C5CCC6C1C2C(C56)C34,452.65,179.65,
11127,100742,100742,VEDTON,274deg.C(dec.),O=C1CCC2C3CC4C2CC(=O)C4C13,547.15,274.15,
11128,100743,100743,VEDVUV,208-209deg.C,CC(C1CC2(C)OC(C)(O1)OC2(C)C)C12OC1CC1C3C(CC4=CC(=O)C=CC4(C)C3CCC21C)OC(C)=O,481.65,208.65,
11129,100744,100744,VEDWAC,305-308deg.C,CC(C1CC2(C)OC(C)(O1)OC2(C)C)C1CCC2C3C(CC45OC4C(=O)C=CC5(C)C3CC(OC(C)=O)C12C)OC(C)=O,579.65,306.65,
11130,100745,100745,VEDWEG,144-145deg.C,CC1=CCCC(=CC2OC(=O)C(=C)C2CC1)C,417.65,144.65,
11131,100748,100748,VEDXAD,66-67deg.C,CC1CCC2OC2(C)CCC2C1CC2(C)C,339.65,66.65,
11132,100761,100761,VEFCAK,98-101deg.C,C1CC=C2C(=CC1)C1=CCCCC=C21,372.65,99.65,
11133,100771,100771,VEFDOZ,205deg.C,CC(C)(C)C12OC3(OC4(OC(O1)(C1C2C3C41)C(C)(C)C)C(C)(C)C)C(C)(C)C,478.15,205.15,
11134,100772,100772,VEFFUH,528-529 K,CC1(C)OC(=O)C(OC(=O)C23CCC(C)(C(=O)O2)C3(C)C)(c2ccccc2)C1(C)C,528.5,255.5,
11135,100773,100773,VEFGUI,472-474 K,CC1C(O)CC23OC(=O)CC12CC1(O)OCC3(C)C1C,473.0,200.0,
